current_stock_level,unit_price_aed,avg_sales_past_week,sales_trend_std,is_promotion_active,upcoming_holiday_weekend,target_demand_next_7d
112,2734.3322743704566,70.60916049772744,4.832386590342393,1,0,100
445,1163.088259191419,53.776277226952914,6.885677209756932,0,0,55
358,2894.031328645819,66.80761970894983,5.566134734151783,0,0,62
280,313.4040973504401,89.52030419430817,7.816469781856617,0,0,87
116,2076.706836184566,46.841284212324375,18.37863704105124,0,0,51
81,1506.7514193479396,90.61187420564879,11.927138771847869,0,0,73
198,1193.5639760941588,76.31355635675722,15.025646049165482,1,0,108
30,1916.5000423083727,51.41746795840855,10.312265486408858,0,0,44
112,2126.378420321277,62.30610288750655,1.5483003533863662,0,0,53
131,62.871645468411806,35.930207589306086,2.2197142339584723,0,1,71
476,542.5116118042363,98.44174347518354,11.22053759408983,0,1,172
224,2153.48584937124,68.39836048978762,14.656991661580488,0,0,69
340,2015.8369700557091,9.16545098717984,5.091280023045899,0,0,10
468,2899.840140129598,36.02908104606083,14.716281905853776,0,0,30
97,2295.06148123981,64.21487120711046,16.402649696186735,0,0,58
382,2854.7794878074474,10.35166139092778,8.826052088880113,0,0,12
109,2122.4944795276806,7.268998175318563,15.181965424037994,1,0,12
369,929.2540154863573,47.752302755141244,8.676569056240737,0,0,45
161,360.8265206400266,36.60556707080365,13.88866195964538,0,0,35
140,2356.38039686756,46.63836776315076,15.515943937071318,0,0,51
159,1950.240203353952,29.95586443860049,19.846605747854106,0,0,28
318,192.14873656022388,20.648185959583188,7.5625365792083254,1,0,28
267,1112.148874407886,70.46861891313208,8.809774830917618,1,0,99
353,2872.559455678644,53.88425604544105,4.146781128793255,0,1,95
423,1526.1833798450937,24.01465006868985,4.877388109634331,0,0,20
303,1326.5509512581286,35.360995494699836,14.174505049369177,0,0,35
395,1400.2138352199172,61.22175122801596,18.423866212935046,1,0,98
201,666.2040358152329,11.861788085885395,8.49749408156357,0,0,12
453,1137.6861540511459,19.008035880287057,4.417044489875284,0,0,16
286,1140.949105162171,11.958332390202061,6.416890488276887,0,0,12
170,204.4473095530436,82.17014660784129,9.645982391354634,1,0,130
469,2314.3245041278587,76.47887715514088,6.522356257942,0,0,63
323,1278.688074116443,76.56472852852943,5.438002579315459,0,0,63
31,2475.430666108449,73.05090763022267,14.983705286384511,0,0,69
262,2558.5266033036914,68.59161524863757,1.1490535035718406,1,0,95
245,675.3824613610412,50.31423196092662,11.24538001939318,0,0,59
354,1989.1927724018792,66.01642553317592,16.081569333565323,1,0,101
58,1443.2313222807961,8.64434770485759,6.058337440031896,0,1,15
484,2646.462376868381,64.03912015239453,12.462538701628329,0,0,69
68,686.4350035705396,78.89838202600333,13.709102006753739,1,0,114
179,2049.5489409146303,52.53404423651707,13.445469231696709,1,0,71
485,1842.8687606455317,38.96376620058751,9.471143049775636,0,0,35
197,921.1393588369067,31.355539806093017,7.584981769639805,0,0,33
473,452.9726657709592,66.06619476539782,16.882557387528458,0,0,54
280,1972.337293407966,70.81611386984133,15.410473182997421,0,0,64
199,2228.8625014903755,87.74192198694155,7.1038482948643376,0,0,78
455,981.1006641018824,37.52173783379412,2.9573646944019156,0,0,33
184,1952.2561818658257,78.12836920163063,2.364343363463915,0,1,146
455,1215.6361774539346,58.32880329798711,2.791243580079785,0,0,66
60,2153.9603056837223,88.86946661441752,12.074517862648813,0,0,97
373,637.6850609374567,55.14215028808397,1.981581340750804,0,0,58
64,2676.1342577767145,54.17483369780689,7.40161062431673,0,0,63
253,897.8583095734602,59.898322736886364,15.310794336370357,0,0,49
329,1134.968663880651,76.18495873853126,6.592615163792184,0,0,66
140,221.37125863703187,96.64559548870379,15.502853466422467,0,0,93
494,378.96102634776537,11.988518650497737,15.163873725934051,0,0,11
316,1571.792613001368,10.07628722714663,5.67071552003111,0,0,10
144,839.3983963475159,94.06728205369716,14.847621421762163,0,0,83
30,2514.666665939473,55.33818442422958,15.207756127169914,0,0,48
338,93.34549653211383,63.41578638385893,8.55162458767351,0,0,64
176,1168.3274435822118,50.83024215149924,4.9979891910888465,0,0,60
283,1045.1693629688234,13.897457997710077,10.904145330945513,0,0,13
397,107.01651120692306,77.96849094977333,18.50655417200373,1,1,165
98,416.88677705150513,75.98634128341575,13.152717916209177,0,0,82
325,1270.245891009974,34.61181554181714,4.285527454917963,1,0,49
23,1503.9505241199677,34.09272829669804,13.972381569936879,0,0,31
251,1242.6547544018638,84.59493118602425,9.116857518354857,0,0,79
274,1616.2661513156768,11.873939485426028,12.239047149752087,0,0,13
355,1805.6384409717605,88.70498909387375,14.94721666543905,0,1,171
62,79.27527232711512,29.38286054011187,10.783999678774451,1,0,45
395,1419.0807203878364,61.33355103677192,16.465695516892865,0,0,57
349,2892.3227606183855,93.91944700516889,14.720956007015928,0,0,87
101,1581.1452263821686,69.4216376459814,12.686393460351702,0,0,59
376,2048.749689003912,44.370832184368474,3.8650635008146783,0,0,52
453,969.9983808548054,70.50574984601444,16.883033107319797,0,1,131
464,2333.2745655506496,37.678065450055165,18.782206121076506,0,0,31
437,2330.1183715345396,31.33954955317268,3.6023373523766016,1,1,74
273,1587.8233405797098,99.68491140379457,10.276581459235182,0,0,98
440,2929.2407786736803,76.32507196207983,5.918886097439585,0,0,91
44,420.37313354982746,66.24839785127267,15.335942841085728,0,0,75
215,99.99561142426393,38.752516105835284,14.7109630840893,0,1,65
90,2321.9667246834333,9.670278769729574,3.676817290837575,0,0,11
429,2431.1088352264037,7.950403223339784,17.663518153971104,1,0,12
59,404.6113259056999,57.64721926763589,4.438488215582043,0,0,50
369,833.4693572278879,77.39310849870985,16.147921487314044,0,0,84
397,101.77947193155529,56.05102309216623,9.682626832932092,1,0,85
11,915.2604018026658,84.87458183421589,7.237173577604874,0,0,69
399,2330.768528060081,8.175520643856055,4.006545990810057,0,0,9
63,1577.983556752108,39.84144726046431,4.184670866785958,0,0,42
115,1076.8819998464498,27.521687161546915,13.575920539317107,1,1,59
269,1146.6309199736743,47.490931974926596,11.45817737099529,0,1,83
319,53.993195860631054,11.875757353441635,3.3196230113734213,0,0,12
486,934.4115563174458,95.6425059492519,3.1412593483281785,0,0,82
200,1957.053287831895,26.209263101589286,2.3739009206830377,0,0,30
411,2923.8736092582535,92.61923867094056,15.131579600097337,0,0,75
227,2548.8294396025035,45.45984972848477,14.525759619356494,0,0,38
